action_id,title,tier,status,risk_tier,requires_admin,requires_runtime_input,mutation_capable,dry_run_default,requires_apply_for_change,script_path,script_sha256
ENDUSER_NOINPUT_LOGGED_ON_USER_PRESENCE_V1,Logged-on user property presence,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/072-logged-on-user-presence.ps1,2b2818e2c382bf2eeaa02aa51f33da95fd8910b56ecfc3b6e597c82239799023
ENDUSER_NOINPUT_TIMEZONE_PRESENCE_V1,Timezone property presence,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/073-timezone-presence.ps1,dfbb02501a59ea9f371a3cdbba78c99b3c76ee8de7e374044944e870cd4796e2
ENDUSER_NOINPUT_PAGEFILE_COUNT_V1,Pagefile usage instance count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/074-pagefile-count.ps1,d374934b6bc1c181f918955933e6f50dc238137e8557102884657100ec9f1fb1
ENDUSER_NOINPUT_PRINT_QUEUE_COUNT_V1,Printer instance count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/075-print-queue-count.ps1,cbef79508559913e7310aadab4f0b8382ae134aff6fe697057993aeb199fbd1e
ENDUSER_NOINPUT_LOGICAL_DISK_COUNT_V1,Logical disk instance count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/076-logical-disk-count.ps1,e1e3481a4c5a9eab4fc6813e12bfafc55ad62e271a4a1b09f382de771ed542c0
ENDUSER_NOINPUT_VOLUME_COUNT_V1,Volume instance count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/077-volume-count.ps1,a8b982a5491fc86b1fe83ee8dc953bc44b22bd69ae624d19b763b8114f3302fd
ENDUSER_NOINPUT_SHARE_COUNT_LOCAL_V1,Local share instance count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/078-share-count-local.ps1,80d3b643295a5a58ad65cd19dfad4e98a9f97dd8cf5c444e877c0f7036eba4cd
ENDUSER_NOINPUT_STARTUP_COMMAND_COUNT_V1,Startup command count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/079-startup-command-count.ps1,a216c1200c30dd9c12909405e13011badb530db15f8bbd0515886e3d7efb75ca
ENDUSER_NOINPUT_USER_PROFILE_COUNT_V1,User profile instance count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/080-user-profile-count.ps1,f2db6b69cbb83a310cbf54b5f20b62d40017fc1e9ac5b32e24105a9d3d450b24
ENDUSER_NOINPUT_SERVICE_W32TIME_STATUS_V1,Windows Time service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/081-service-w32time-status.ps1,886edb5c8a98d093a96548c6e938f6d000533f8dfe5c973d3162bafd63425359
ENDUSER_NOINPUT_SERVICE_DNSCACHE_STATUS_V1,DNS Client service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/082-service-dnscache-status.ps1,30fb41a29e73e1f4599cfaacb6793b89d9944309496aade1d2ede35711eaa5cc
ENDUSER_NOINPUT_SERVICE_LANMANWORKSTATION_STATUS_V1,Workstation service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/083-service-lanmanworkstation-status.ps1,905eadfb01c34a82bb622270cf61dd0787dfe03e5560c8ea59b9d4f5648a6f6a
ENDUSER_NOINPUT_SERVICE_LANMANSERVER_STATUS_V1,Server service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/084-service-lanmanserver-status.ps1,261249eeb993c498592096ae17547e283e0c76ae4c7c3f747eb7b0c797fd4cf7
ENDUSER_NOINPUT_SERVICE_WEBCLIENT_STATUS_V1,WebClient service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/085-service-webclient-status.ps1,3cabeab2a0d072c1c2485a6353d3b1317eae61e748ebb1a590ebcab9d73ab01e
ENDUSER_NOINPUT_SERVICE_CSCSERVICE_STATUS_V1,Offline Files service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/086-service-cscservice-status.ps1,c90bd972da3a87b3ac118e3043a8dc19b698a8fbc1ffbbfda038deb541c318d2
ENDUSER_NOINPUT_SERVICE_WSEARCH_STATUS_V1,Windows Search service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/087-service-wsearch-status.ps1,d6b0f267342f44906b3350b918d708bc107fd6dc7f8d08152e3c5f690b50a007
ENDUSER_NOINPUT_SERVICE_BITS_STATUS_V1,BITS service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/088-service-bits-status.ps1,859830328a927c96029c492a44153f3615c2c44a7e7231e0aeb4f8067e72fc04
ENDUSER_NOINPUT_SERVICE_WUAUSERV_STATUS_V1,Windows Update service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/089-service-wuauserv-status.ps1,d6f988a7537c8754fa5d0ec8b601d7f4da84f4532306a665e251c4e3517d1963
ENDUSER_NOINPUT_SERVICE_EVENTLOG_STATUS_V1,Windows Event Log service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/090-service-eventlog-status.ps1,27e5222426b1a5251eb8446f0aae4f898af6a36be7c69044fe5c255d61dea854
ENDUSER_NOINPUT_SERVICE_SCHEDULE_STATUS_V1,Task Scheduler service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/091-service-schedule-status.ps1,3ca8cdbb64a918c18280b83edf0f13aabd239a0b4ec15977ce8143d23ae1de9e
ENDUSER_NOINPUT_SERVICE_DHCP_STATUS_V1,DHCP Client service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/092-service-dhcp-status.ps1,24419279c5c14e2a6603bcd91ade5222536ff8a16817c6610d862c420b482fb4
ENDUSER_NOINPUT_SERVICE_NLASVC_STATUS_V1,Network Location Awareness service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/093-service-nlasvc-status.ps1,a74d846bf57863841f260c41033b67877b8472511856bb8a17078265d3ec5527
ENDUSER_NOINPUT_SERVICE_NETLOGON_STATUS_V1,Netlogon service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/094-service-netlogon-status.ps1,582583a0f23467fee39c78ae8d6b5a13691cc7dacc8dbe9e17cc815fd80652e7
ENDUSER_NOINPUT_SERVICE_CRYPTSVC_STATUS_V1,Cryptographic Services status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/095-service-cryptsvc-status.ps1,ab33dcab89852a2bcfaa7d840b7b2c204917cab2a2d57bc1507c64a5d27e1ccb
ENDUSER_NOINPUT_SERVICE_WINMGMT_STATUS_V1,WMI service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/096-service-winmgmt-status.ps1,3bcd453aecca1defe99328a2ec4085b19d7335b5c7eab5540b5f399e19ea0131
ENDUSER_NOINPUT_SERVICE_LMHOSTS_STATUS_V1,TCP/IP NetBIOS Helper service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/097-service-lmhosts-status.ps1,3e82d6016e1b5613d8265dc7dd447d5c49549855a89effdc23905dc500dab5e2
ENDUSER_NOINPUT_SERVICE_POLICYAGENT_STATUS_V1,IPsec Policy Agent service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/098-service-policyagent-status.ps1,0dd7118468aea2b50c9df180abdda6d5f80eaa0e15b67896f3aedeca36072594
ENDUSER_NOINPUT_SERVICE_MPSSVC_STATUS_V1,Windows Firewall service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/099-service-mpssvc-status.ps1,73bd82d980f9310c8c3b3a036da4bd38b763ea52dd2e425cb419487cb4d505a5
ENDUSER_NOINPUT_SERVICE_SENSE_STATUS_V1,Defender for Endpoint/Sense service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/100-service-sense-status.ps1,80ee1dec37f6650974a2bd8613ed50746fc3781876f31b91f9961d8ed980d97d
ENDUSER_NOINPUT_SERVICE_WINDEFEND_STATUS_V1,Microsoft Defender Antivirus service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/101-service-windefend-status.ps1,d58a6be15a1bd4472cc4e586b84ce8307dcc9282c5ef0f90867bc4f365667c90
ENDUSER_NOINPUT_SERVICE_VSS_STATUS_V1,Volume Shadow Copy service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/102-service-vss-status.ps1,f4d98d1d7898bcf1b3e53689b96bbc1a12b2814b36b3d7be69ac94fcbe2455ce
ENDUSER_NOINPUT_SERVICE_SWPRV_STATUS_V1,Software Protection Provider service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/103-service-swprv-status.ps1,d37cb7887ec6666fa7a25222a226a8ffe38892132135c06ae21d35c62db24708
ENDUSER_NOINPUT_SERVICE_STORSVC_STATUS_V1,Storage Service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/104-service-storsvc-status.ps1,d333953f5d107dbb3bd58c280ca2f8f9ea2330c4112901237c41f57b4711229c
ENDUSER_NOINPUT_SERVICE_WERSVC_STATUS_V1,Windows Error Reporting service status,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/105-service-wersvc-status.ps1,90fb9e5e0d66e6d3f06f1fe2900fc923e2076579a91045d9d79e459fd1c5fa3f
ENDUSER_NOINPUT_NETWORK_ADAPTER_COUNTS_V1,Network adapter status counts,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/106-network-adapter-counts.ps1,83bf97ba990ce5bb63d7296d366be4fe4cb7e64e8b3b70481338187034109951
ENDUSER_NOINPUT_NETWORK_PROFILE_COUNTS_V1,Network profile category counts,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/107-network-profile-counts.ps1,20c8097c1f5dbc301ee643281ee3d8908119441bd90c174e5a1ee695062fc309
ENDUSER_NOINPUT_DNS_CONFIG_COUNTS_V1,DNS config counts with values redacted,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/108-dns-config-counts.ps1,438a28d185b61d0afff170b0d112813196ddca0e479be64efe1c664171f033e6
ENDUSER_NOINPUT_SMB_SUMMARY_COUNTS_V1,SMB mapping and connection counts with names redacted,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/109-smb-summary-counts.ps1,5b1baccb0bb4f5ffa19f911f2415edce8c6f916123f15230536f15c04782f770
ENDUSER_NOINPUT_FIREWALL_PROFILE_COUNTS_V1,Firewall profile enabled counts,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/110-firewall-profile-counts.ps1,4d38d7c9f29d6007c89313b7c88d0e21fe6532ddb2be307ee586c5120d2bf175
ENDUSER_NOINPUT_COMMAND_PING_AenterpriseILABLE_V1,Ping command availability,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/111-command-ping-available.ps1,a040a530c3c21830e5f35fd80b67d8e42cd9122da3fd91aa8861ccc99ab797c5
ENDUSER_NOINPUT_COMMAND_NSLOOKUP_AenterpriseILABLE_V1,Nslookup command availability,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/112-command-nslookup-available.ps1,b86c48031c171ec322dcc3250f1ca904345e0d2ab52d2ab88ddc5e51d3892158
ENDUSER_NOINPUT_COMMAND_TRACERT_AenterpriseILABLE_V1,Tracert command availability,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/113-command-tracert-available.ps1,d7fe2be39ad63bd7f645e14e476674cfca258a6bac6776637cfca256bbd971e5
ENDUSER_NOINPUT_COMMAND_GPRESULT_AenterpriseILABLE_V1,GPResult command availability,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/114-command-gpresult-available.ps1,350214e51ddfefb09d8337bf01560d899adebe7d0b9c84b778b026d49465f498
ENDUSER_NOINPUT_COMMAND_KLIST_AenterpriseILABLE_V1,Klist command availability,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/115-command-klist-available.ps1,a4dba3b851d1fef91de9dcafb1421d80a87e640aaa9da7e3cd77d60adbe74626
ENDUSER_NOINPUT_COMMAND_NET_USE_AenterpriseILABLE_V1,Net use command availability,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/116-command-net-use-available.ps1,545cd6b8aa3cda93b8ca1fe33b7d2a7c59a6d235663ee6686a6069a1011c5d45
ENDUSER_NOINPUT_COMMAND_ROBOCOPY_AenterpriseILABLE_V1,Robocopy command availability,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/117-command-robocopy-available.ps1,4e0ea9d17e5d7039e63d69113e908c303f445477075bd585a0d8fc7ede8501ee
ENDUSER_NOINPUT_COMMAND_WEVTUTIL_AenterpriseILABLE_V1,Wevtutil command availability,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/118-command-wevtutil-available.ps1,8df776f29eb2c30bc642c9832e47dfe28db227dc2f7a182324cbe8de969d9f4d
ENDUSER_NOINPUT_PROCESS_ONEDRIVE_COUNT_V1,OneDrive process count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/119-process-onedrive-count.ps1,27e5846de1579655aa9e6ef6402a8db429cb5c850dbc33f7995850cdb3888aec
ENDUSER_NOINPUT_PROCESS_EXPLORER_COUNT_V1,Explorer process count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/120-process-explorer-count.ps1,af66523532bccc229abbad1acf8ea21d5f7058873c1a7327bc9481f9a7cefb40
ENDUSER_NOINPUT_PROCESS_TEAMS_COUNT_V1,Teams process count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/121-process-teams-count.ps1,9bed701a8fbc2242ec0a577dd22c3fb49da381c44c3f268075b41ec27603aa95
ENDUSER_NOINPUT_PROCESS_OUTLOOK_COUNT_V1,Outlook process count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/122-process-outlook-count.ps1,6250ea46b86686affa6f37d2f05eaa4a6b6013b75cb657a0e33ab378f74eaa33
ENDUSER_NOINPUT_PROCESS_EDGE_COUNT_V1,Microsoft Edge process count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/123-process-edge-count.ps1,2a9162a57c2a14267e42956182d91128bbbb8b51701e3bbf0abced3f00c3ebe4
ENDUSER_NOINPUT_PROXY_ENV_PRESENCE_V1,Proxy environment variable presence,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/124-proxy-env-presence.ps1,8d537d86ac8e9c657b69e2740e39d7d9ca0eb4d53c8d19f066a0d21baf21647a
ENDUSER_NOINPUT_STORAGE_ENV_PRESENCE_V1,Storage-related environment variable presence,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/125-storage-env-presence.ps1,ec1e50e3ebcc10339872eb05daa8bfefa35651bf6f75915aa493f8f282362e13
ENDUSER_NOINPUT_KNOWN_FOLDER_DESKTOP_V1,Known folder Desktop summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/126-known-folder-desktop.ps1,24b279f9867560c2942fb5bcdc6888b96068b95c7a7aeefdbff7912d7b229f6e
ENDUSER_NOINPUT_KNOWN_FOLDER_DOCUMENTS_V1,Known folder Documents summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/127-known-folder-documents.ps1,bf196fd215832ccd86b92ec7d6d13a11bd3f8f6784bb8c3dbf1081a9a112b5f6
ENDUSER_NOINPUT_KNOWN_FOLDER_DOWNLOADS_V1,Known folder Downloads summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/128-known-folder-downloads.ps1,68058d7ce0b3b26762977727f23d1640e8c94da044bcf4ed062efe910da7d28f
ENDUSER_NOINPUT_KNOWN_FOLDER_PICTURES_V1,Known folder Pictures summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/129-known-folder-pictures.ps1,b378d0231d3144fd7e3ce7a879df066db47d1fb9357396bfdc5e1695d66d117f
ENDUSER_NOINPUT_KNOWN_FOLDER_MUSIC_V1,Known folder Music summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/130-known-folder-music.ps1,91f18702a6db6a05109bc7fa27af5eef1541bda167555bbe538e687806cb3ff7
ENDUSER_NOINPUT_KNOWN_FOLDER_VIDEOS_V1,Known folder Videos summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/131-known-folder-videos.ps1,fbe6942e9fc6ef687a160fa2ad2374e3579d1ad985193bab46cd791c4f91acf8
ENDUSER_NOINPUT_KNOWN_FOLDER_FAVORITES_V1,Known folder Favorites summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/132-known-folder-favorites.ps1,5a4dd0a79e8b248d41ebad75eb249bd40a90764ff1dddfdaa0a5999756ef7806
ENDUSER_NOINPUT_DRIVE_ALL_SUMMARY_V1,All logical drive summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/133-drive-all-summary.ps1,a0e1ec372135712bd1a764fc416ba87c045ecd8c4504f0a55486a330b87edb1b
ENDUSER_NOINPUT_DRIVE_FIXED_SUMMARY_V1,Fixed disk drive summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/134-drive-fixed-summary.ps1,67d39f1708e6ea788fe334a6f867593873605b9da05614fd2fef85017846aba4
ENDUSER_NOINPUT_DRIVE_NETWORK_SUMMARY_V1,Network drive summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/135-drive-network-summary.ps1,c62bb9a59b3100084c92be4a264ef32406a2043ce2790a4e02874afbca525661
ENDUSER_NOINPUT_DRIVE_REMOenterpriseBLE_SUMMARY_V1,Removable drive summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/136-drive-removable-summary.ps1,7e2cdb10cf10461bc5dab0f02fdcdaf3e469b2bcd60103171488c6c6a29dbfa8
ENDUSER_NOINPUT_REGISTRY_LONG_PATHS_PRESENT_V1,Long paths policy presence,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/137-registry-long-paths-present.ps1,5cea52ec75df73778df1d00cc0f9d51555d91fd9f4879a72e4f567ebc7d08205
ENDUSER_NOINPUT_REGISTRY_OFFLINE_FILES_POLICY_PRESENT_V1,Offline files policy presence,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/138-registry-offline-files-policy-present.ps1,722b8c3d178b96a600b81e72b6b26a6d7ff85fb0d12a04c6c3f52c2e2c0d6265
ENDUSER_NOINPUT_REGISTRY_USER_SHELL_FOLDERS_PRESENT_V1,User shell folders key presence,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/139-registry-user-shell-folders-present.ps1,0b3ea588a35026d383a9f88425f03b049358b91325266beec6ea793d7e47b76a
ENDUSER_NOINPUT_REGISTRY_MAPPED_DRIVES_KEY_PRESENT_V1,Network mapped drives key presence,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/140-registry-mapped-drives-key-present.ps1,38bbd69b2a3b06fe144c22347476dc3942f55362986d8182fe76d26ccf365863
ENDUSER_NOINPUT_EVIDENCE_ROOT_SUMMARY_V1,Self-check evidence root summary,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/141-evidence-root-summary.ps1,e3a7adb7326c57397f9bb01798409eca53b0560892e790de259b5b3178cefd09
ENDUSER_NOINPUT_POWER_PLAN_PRESENCE_V1,Active power plan presence,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/142-power-plan-presence.ps1,5cf45c3e73afdaf824c4eb8defac0afb6fe69d14227181935a38e48fd39d59cb
ENDUSER_NOINPUT_CIM_SHADOWCOPY_COUNT_V1,Shadow copy instance count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/143-cim-shadowcopy-count.ps1,a5f9f7d604e020cd2166f8f9f0954eeb08a523a12023d6e27aa2e41dff6fae0f
ENDUSER_NOINPUT_CIM_DISKDRIVE_COUNT_V1,Disk drive instance count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/144-cim-diskdrive-count.ps1,9a2ef41b1ebdabdaf8af74fd719ec5451f31a123000abf78efed072112322dc4
ENDUSER_NOINPUT_CIM_PARTITION_COUNT_V1,Disk partition instance count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/145-cim-partition-count.ps1,5082058c3f39e2d6f0d78b2655c257dbd101ea90abba772cdcef2b2d6e2c697d
ENDUSER_NOINPUT_EVENTS_NETWORK_24H_V1,Recent network warning/error count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/146-events-network-24h.ps1,2a8d23bb61fa665da10b9ed938d6dbda4e972b208816d3e9b5bdb0a00c29166a
ENDUSER_NOINPUT_EVENTS_DISK_NTFS_24H_V1,Recent disk/NTFS warning/error count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/147-events-disk-ntfs-24h.ps1,062da189fee10fe778c60c7e3e8fe0ba5865f6d41f31fa0e3d4daaf60330ba67
ENDUSER_NOINPUT_EVENTS_SMB_24H_V1,Recent SMB/client warning/error count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/148-events-smb-24h.ps1,34bd60843d07ace83f122431a605fc2a34a1bef5f8a5bd8a9be8486ff6cca90b
ENDUSER_NOINPUT_EVENTS_GROUP_POLICY_24H_V1,Recent Group Policy warning/error count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/149-events-group-policy-24h.ps1,593f3edd961dca5b7733b7e15f3169c93f5433508f0c7bd43ac295e65185c010
ENDUSER_NOINPUT_EVENTS_SERVICE_CONTROL_24H_V1,Recent Service Control Manager warning/error count,End User Self-Service,CANDIDATE_LOCAL_TEST,LOW_READONLY,False,False,False,False,False,packs/windows/end-user/next100-no-input-v3/scripts/checks/150-events-service-control-24h.ps1,aee343767fa80577f5110f06c87dd3aedbba707e0339456f6a156295b914be6a
